,name,username,description,location,followers,numberstatuses,time,tweets,Label,url,lang,mentions,hashtags
1832,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29209,16688,29/1/2016 15:00,"RT : Recently died in Syria, Fight for Assad or be deported to #Afghanistan choice given to undocumented Afghans by #Iran https:/…",P,[],en,['@abotalut4'],"['#Afghanistan', '#Iran']"
905,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,158,607,3/1/2016 5:00,   Just wait till you go to the grave then you will find that out.,,[],en,"['@AtheistInformer', '@abuayisha28', '@NoCommiesPlease']",[]
1925,الولاء البراء,Alwala_bara,we hear & we obey..& those are the successful .. [24:51],أسير الدنيا,411,232,30/1/2016 1:00,  may اللّٰه make it easy for u ahki &amp; free u from the hands of the kaffirs,,[],en,"['@pashabakri', '@wilayah_tw']",[]
1600,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,193,103,26/1/2016 18:00,"RT : Cleanup &amp; recovery efforts by the brothers in #IslamicState.
May Allah ta'ala bless them &amp; reward them in abundance! https://t.…",,[],en,['@apb_is'],['#IslamicState']
1487,s.o.dawlah,1Dawlah_III,,,632,333,24/1/2016 0:00,"#WilayatAlFallujah
Implementing hadd punishment on two senior Rafidi intelligence officers. 📷 ",,"['https://t.co/gslpmOvrrh', 'https://t.co/By9h8JRwgc']",en,[],['#WilayatAlFallujah']
1829,Al-Battar English,Al_Battar_Engl,,,117,144,29/1/2016 15:00,#AmaqNewsAgency Demolition of Syrian tank with anti-tank missile in Wadi'ah village west of #Kuwayris Airbase in #Aleppo's N. countryside.,P,[],en,[],"['#AmaqNewsAgency', '#Kuwayris', '#Aleppo']"
1402,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,193,103,21/1/2016 18:00,"RT : بسم الله
Al-Salamualikum Fam
Umm Miskeen Is Back
Follow And Shout Out JazakAllah Khair :') ",,['https://t.co/TyZItJisC1'],en,['@UkhtlnBlack'],[]
1284,abdlrhmn,abdlrhmn15,Do And Die only for ISLAM,,24,144,18/1/2016 16:00,"RT : He has said it, it war on Islam, nt terror as they used to lie ",,['https://t.co/1vbsQtZNLM'],en,['@Fisebilillah9'],[]
988,War Reporter,warreporter2,"Reporting, analysing and discussing conflicts and terrorist movements, with a focus primarily on MENA","München, Deutschland",139,656,8/1/2016 20:00, LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL,,[],en,['@DidyouknowVS'],[]
1605,Maisara al-Ghereeb,maisaraghereeb,"Jihad is not terrorism, it's written in the Qur'an.",EU,197,1561,26/1/2016 20:00,"Lots of Muslims can read Qur'an in Arabic but have never read it with understanding, never understood the meaning.",O,[],en,[],[]
13153,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.
Retweet is not endorsement.",,928,8222,20/4/2016 21:00,RT : #Iraq|is #ISIS &amp; non-IS (including Shiites) share the same vision about #Turkey. Turkey will face an Iraqi resistance &amp; no…,,[],en,['@RamiAlLolah'],"['#Iraq', '#ISIS', '#Turkey']"
1666,Abu_Azzam25,Abu_Azzzam25,,,35,118,27/1/2016 21:00,RT : Also today #USA official said: From now on military aid will be provided to those #Syria|n rebels fight #ISIS only! https:…,,[],en,['@RamiAlLolah'],"['#USA', '#Syria', '#ISIS']"
1389,Abu khalid,darulhijrateyni,,,248,44,21/1/2016 4:00,"RT : «I will stop supporting Jihad because of my government anti radicalization program.»
Said no Jihadi ever.",O,[],en,['@QassamiMarwan'],[]
1410,abdlrhmn,abdlrhmn15,Do And Die only for ISLAM,,24,144,22/1/2016 7:00,"RT : No one can love or care for us as much as Allah does. To know that Allah loves us so much is such an honour, SubhanAll…",O,[],en,['@Alhamdhulillaah'],[]
886,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,158,607,2/1/2016 6:00,  You need to understand that  we  don't want that Shi'a Iraqi army take ramadi because they will kill all Sunni ppl,,[],en,"['@CyanideMadrid', '@BBCWorld']",[]
1882,Marwan Qassami,QassamiMarwan,"Humanitarian, social entrepreneur, Independent media activist. Father of two lovely girls. Nature lover. With a focus on the Middle East, and North Africa.","Antas, Bahia",1593,908,29/1/2016 21:00,  I'm sure it happened in Cordoue before,,[],en,"['@wordsburning', '@BosnianHistory']",[]
1601,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,193,103,26/1/2016 18:00,RT : Twitter suspended  president of the largest Muslim NGO in France  after his refusal to condemn…,,[],en,"['@QassamiMarwan', '@IdrissSihamedi', '@Barakacity']",[]
1514,Maisara al-Ghereeb,maisaraghereeb,"Jihad is not terrorism, it's written in the Qur'an.",EU,197,1561,24/1/2016 19:00,"Saudi Preacher &amp; Professor Saad al-Durihim:

Don't say Sunnis &amp; Shiites, say the people of Islam &amp; Shiites. ",,['https://t.co/EtGH2bJEpf'],en,[],[]
267,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,24/9/2015 14:00,     you judge me without proof!we wil see each other on judgement day you fool,O,[],en,"['@Haditha21', '@ibnu_noran8', '@etdz101010', '@WilayatHalab', '@Abu_adamm']",[]
1602,Abu khalid,darulhijrateyni,,,248,44,26/1/2016 19:00,"RT : Abdullah bin ‘Amr (ra) :
“There will come a time when people will gather in their
mosques, and there won’t be a single be…",,[],en,['@_IshfaqAhmad'],[]
1993,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,193,103,30/1/2016 16:00,"RT : #IS fighter destroys #SAA T62 with an anti-armor guided missile in Wadi'a village, west of #Kweiris airbase.. #Syria https://t.…",P,[],en,['@apb_is'],"['#IS', '#SAA', '#Kweiris', '#Syria']"
1498,General,ismailmahsud,"Listen! No affiliations, Final year research on conflict studies.Don't suspend Free Thinker| Time Travelling a dream| Against Injustice, Corporations| Fight CO2",S.Wazirstan|Mahsud not a Wazir,392,743,24/1/2016 9:00,New #ISIS media release to be on air soon. ,,['https://t.co/4ZsnI05o2k'],en,[],['#ISIS']
12121,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,986,176,12/4/2016 18:00,RT : Belgian police&amp;media issueAnew picture of Salah Abdeslam.He suffers from inhuman sleep deprivation in Bruges Prison ht…,,[],en,['@freeoursisters3'],[]
1890,Al-Battar English,Al_Battar_Engl,,,117,144,29/1/2016 22:00,"#IS claims a 7-tons of explosives SVBIED hitting Assad troops in 'Afash (near Kuweirs airport) 20+ reportedly killed
#Caliphate_News",P,[],en,[],"['#IS', '#Caliphate_News']"
5759,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1520,12925,26/2/2016 14:00, US,,[],en,['@itsmyownworld2'],[]
1814,Al-Battar English,Al_Battar_Engl,,,117,144,29/1/2016 15:00,"#WilayatDayala Al-I`zim River Project 

#Caliphate_News",P,['https://t.co/OdYbcMDLsR'],en,[],"['#WilayatDayala', '#Caliphate_News']"
1362,Abu khalid,darulhijrateyni,,,248,44,20/1/2016 6:00,"RT : Unbelievably gory images coming out of Diyala, Iraq. Beheading &amp; burning ppl alive at the hands of pro-govt militias. Zero me…",P,[],en,['@hxhassan'],[]
1348,s.o.dawlah,1Dawlah_III,,,632,333,20/1/2016 3:00,"#WilayatAlAnbar 
A tour of Al-Bakr neighborhood in the city of Hit. 📷  ",,"['https://t.co/jcRRCFtaN8', 'https://t.co/qFQzqK7gRN']",en,[],['#WilayatAlAnbar']
1552,General,ismailmahsud,"Listen! No affiliations, Final year research on conflict studies.Don't suspend Free Thinker| Time Travelling a dream| Against Injustice, Corporations| Fight CO2",S.Wazirstan|Mahsud not a Wazir,392,743,25/1/2016 18:00,  no news even 4m #ISIS offices regarding such happenings as far v knw. Dnt b a kid if sch happened tht wd b a trend,O,[],en,"['@RamiAlLolah', '@moataagency']",['#ISIS']
1567,General,ismailmahsud,"Listen! No affiliations, Final year research on conflict studies.Don't suspend Free Thinker| Time Travelling a dream| Against Injustice, Corporations| Fight CO2",S.Wazirstan|Mahsud not a Wazir,392,743,26/1/2016 5:00,"PT: Bc west trains troops i.e ""Hw to survive"" while #ISIS teaches ""hw to kill &amp; gets killed"" 
Simple words Faith matters in wars. Agree r nt",,[],en,[],['#ISIS']
1663,Maisara al-Ghereeb,maisaraghereeb,"Jihad is not terrorism, it's written in the Qur'an.",EU,197,1561,27/1/2016 20:00," The truth is we can avoid Hell-fire if we try, But we can't avoid the Death.",O,[],en,['@maisaraghereeb'],[]
1390,Abu khalid,darulhijrateyni,,,248,44,21/1/2016 4:00,"RT : #IS regained control of Ghazal, Yani Bayan &amp; Qarah Kubri after clashes with Turkish backed rebels in north #Aleppo https:/…",P,[],en,['@sayed_ridha'],"['#IS', '#Aleppo']"
13491,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,22/4/2016 13:00,   LOL,,[],en,"['@__alfresco__', '@AbuBlock', '@WindOfVictories']",[]
1997,General,ismailmahsud,"Listen! No affiliations, Final year research on conflict studies.Don't suspend Free Thinker| Time Travelling a dream| Against Injustice, Corporations| Fight CO2",S.Wazirstan|Mahsud not a Wazir,392,743,30/1/2016 17:00,RT : #ISIS released an app for #Android devices to listen to a stream of its #BayanRadio broadcasts ,P,['https://t.co/kEVM7hQz4i'],en,['@siteintelgroup'],"['#ISIS', '#Android', '#BayanRadio']"
1352,s.o.dawlah,1Dawlah_III,,,632,333,20/1/2016 3:00,"#WilayatDijlah 
🔥Control &amp; Inspection Office confiscates &amp; destroys expired food products. 📷  ",N,"['https://t.co/FVCawtpbtJ', 'https://t.co/DxopVdsgKv']",en,[],['#WilayatDijlah']
1466,Asim Abu Merjem,AsimAbuMerjem,"Servant of Allah, in need of Allah's mercy !!!",,742,348,23/1/2016 15:00,RT : Huge! #ISIS struck #Iraq|i army east #Ramadi with 8 VBIEDs and 10+ Inghimasi fighters loaded with explosive belts.. https:…,P,[],en,['@RamiAlLolah'],"['#ISIS', '#Iraq', '#Ramadi']"
14026,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,25/4/2016 16:00,Blame yourself... ,O,['https://t.co/xfm0KOVyVG'],en,[],[]
1106,Maisara al-Ghereeb,maisaraghereeb,"Jihad is not terrorism, it's written in the Qur'an.",EU,197,1561,13/1/2016 18:00," But they don't listen to Allah Azza'wajal, and they eat the flesh of their brothers by backbiting and being sinful.",O,[],en,['@maisaraghereeb'],[]
1316,Abu_Azzam25,Abu_Azzzam25,,,35,118,19/1/2016 19:00,RT : Major progress! #ISIS declares full control on #Syria|n army Commandos camp and the Radio hill in #DeirEzzor https://t.co/…,P,[],en,['@RamiAlLolah'],"['#ISIS', '#Syria', '#DeirEzzor']"
1394,Mohamed Naseem,NaseemAhmed50,"Journalist ,Seeking and spreading the truth.",Male'. Maldives.,2121,4992,21/1/2016 8:00,RT : Tomb Express - Just to Serve You ,,['https://t.co/CS9eEUyK2I'],en,['@AntiMajose'],[]
12154,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1772,5304,13/4/2016 0:00, ,,['https://t.co/s3ZwN7yteW'],en,['@Bronson_10'],[]
127,IS_BAQIYA,BaqiyaIs,,,25,471,5/9/2015 2:00,/xGLf2TcqF5/s/ZMTR,,[],en,[],[]
2177,الولاء البراء,Alwala_bara,we hear & we obey..& those are the successful .. [24:51],أسير الدنيا,411,232,31/1/2016 11:00,"Plse.follow ♻♻♻
 
",,[],en,"['@BAQIYA_FAMILYq', '@BAQIYA_FAMILYq']",[]
1720,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,193,103,28/1/2016 14:00,RT : Back after suspension. ,,['https://t.co/NeGNsJ6KEi'],en,['@abdulmatin_XIII'],[]
1705,الولاء البراء,Alwala_bara,we hear & we obey..& those are the successful .. [24:51],أسير الدنيا,411,232,28/1/2016 8:00,"RT : Aamaq Agency:
Aftermath video of #US-led coalition airstrike on Hawijah, #IS..
Jan 26, 2016
 https://t.c…",P,['https://t.co/gWPiWUmSvD'],en,['@apb_is'],"['#US', '#IS']"
1441,s.o.dawlah,1Dawlah_III,,,632,333,22/1/2016 22:00,"#WilayatTarabulus 
Carpet trade in the city of #Sirte. 📷  ",,"['https://t.co/DygQvCwDGJ', 'https://t.co/EXEbXMXACw']",en,[],"['#WilayatTarabulus', '#Sirte']"
